arch/ia64/sn/include/pci/pcibus_provider_defs.h,include/asm-ia64/sn/pcibus_provider_defs.h,arch/ia64/include/asm/sn/pcibus_provider_defs.h
arch/ia64/sn/include/pci/pcidev.h,include/asm-ia64/sn/pcidev.h,arch/ia64/include/asm/sn/pcidev.h
arch/um/kernel/sys_call_table.c,arch/um/sys-x86_64/sys_call_table.c
include/asm-i386/byteorder.h,include/asm-x86/byteorder_32.h
include/asm-x86_64/byteorder.h,include/asm-x86/byteorder_64.h
include/asm-i386/cache.h,include/asm-x86/cache_32.h
include/asm-x86_64/cache.h,include/asm-x86/cache_64.h
include/asm-i386/cacheflush.h,include/asm-x86/cacheflush_32.h
include/asm-x86_64/cacheflush.h,include/asm-x86/cacheflush_64.h
include/asm-x86_64/calgary.h,include/asm-x86/calgary.h,arch/x86/include/asm/calgary.h
include/asm-x86_64/calling.h,include/asm-x86/calling.h,arch/x86/include/asm/calling.h
include/asm-i386/checksum.h,include/asm-x86/checksum_32.h,arch/x86/include/asm/checksum_32.h
include/asm-x86_64/checksum.h,include/asm-x86/checksum_64.h,arch/x86/include/asm/checksum_64.h
include/asm-i386/cmpxchg.h,include/asm-x86/cmpxchg_32.h,arch/x86/include/asm/cmpxchg_32.h
include/asm-x86_64/cmpxchg.h,include/asm-x86/cmpxchg_64.h,arch/x86/include/asm/cmpxchg_64.h
include/asm-x86_64/compat.h,include/asm-x86/compat.h,arch/x86/include/asm/compat.h
include/asm-i386/cpu.h,include/asm-x86/cpu.h,arch/x86/include/asm/cpu.h
include/asm-i386/cpufeature.h,include/asm-x86/cpufeature_32.h
include/asm-x86_64/cpufeature.h,include/asm-x86/cpufeature_64.h
include/asm-i386/cputime.h,include/asm-x86/cputime_32.h
include/asm-x86_64/cputime.h,include/asm-x86/cputime_64.h
include/asm-i386/current.h,include/asm-x86/current_32.h
include/asm-x86_64/current.h,include/asm-x86/current_64.h
include/asm-i386/debugreg.h,include/asm-x86/debugreg_32.h
include/asm-x86_64/debugreg.h,include/asm-x86/debugreg_64.h
include/asm-i386/delay.h,include/asm-x86/delay_32.h
include/asm-x86_64/delay.h,include/asm-x86/delay_64.h
include/asm-i386/desc.h,include/asm-x86/desc_32.h
include/asm-x86_64/desc.h,include/asm-x86/desc_64.h
include/asm-x86_64/desc_defs.h,include/asm-x86/desc_defs.h,arch/x86/include/asm/desc_defs.h
include/asm-i386/device.h,include/asm-x86/device_32.h
include/asm-x86_64/device.h,include/asm-x86/device_64.h
include/asm-i386/div64.h,include/asm-x86/div64_32.h
include/asm-x86_64/div64.h,include/asm-x86/div64_64.h
include/asm-i386/dma-mapping.h,include/asm-x86/dma-mapping_32.h
include/asm-x86_64/dma-mapping.h,include/asm-x86/dma-mapping_64.h
include/asm-i386/dma.h,include/asm-x86/dma_32.h
include/asm-x86_64/dma.h,include/asm-x86/dma_64.h
include/asm-i386/dmi.h,include/asm-x86/dmi_32.h
include/asm-x86_64/dmi.h,include/asm-x86/dmi_64.h
include/asm-i386/dwarf2.h,include/asm-x86/dwarf2_32.h
include/asm-x86_64/dwarf2.h,include/asm-x86/dwarf2_64.h
include/asm-i386/e820.h,include/asm-x86/e820_32.h
include/asm-x86_64/e820.h,include/asm-x86/e820_64.h
include/asm-i386/edac.h,include/asm-x86/edac_32.h
include/asm-x86_64/edac.h,include/asm-x86/edac_64.h
include/asm-i386/elf.h,include/asm-x86/elf_32.h
include/asm-x86_64/elf.h,include/asm-x86/elf_64.h
include/asm-i386/emergency-restart.h,include/asm-x86/emergency-restart.h,arch/x86/include/asm/emergency-restart.h
include/asm-i386/errno.h,include/asm-x86/errno_32.h
include/asm-x86_64/errno.h,include/asm-x86/errno_64.h
include/asm-i386/fb.h,include/asm-x86/fb_32.h
include/asm-x86_64/fb.h,include/asm-x86/fb_64.h
include/asm-i386/fcntl.h,include/asm-x86/fcntl.h,arch/x86/include/asm/fcntl.h,arch/x86/include/uapi/asm/fcntl.h
include/asm-i386/fixmap.h,include/asm-x86/fixmap_32.h,arch/x86/include/asm/fixmap_32.h
include/asm-x86_64/fixmap.h,include/asm-x86/fixmap_64.h,arch/x86/include/asm/fixmap_64.h
include/asm-i386/floppy.h,include/asm-x86/floppy_32.h
include/asm-x86_64/floppy.h,include/asm-x86/floppy_64.h
include/asm-x86_64/fpu32.h,include/asm-x86/fpu32.h
include/asm-i386/frame.i,include/asm-x86/frame.i,include/asm-x86/frame.h,arch/x86/include/asm/frame.h
include/asm-i386/futex.h,include/asm-x86/futex_32.h
include/asm-x86_64/futex.h,include/asm-x86/futex_64.h
include/asm-i386/genapic.h,include/asm-x86/genapic_32.h,arch/x86/include/asm/genapic_32.h
include/asm-x86_64/genapic.h,include/asm-x86/genapic_64.h,arch/x86/include/asm/genapic_64.h
include/asm-i386/geode.h,include/asm-x86/geode.h,arch/x86/include/asm/geode.h
include/asm-i386/hardirq.h,include/asm-x86/hardirq_32.h,arch/x86/include/asm/hardirq_32.h
include/asm-x86_64/hardirq.h,include/asm-x86/hardirq_64.h,arch/x86/include/asm/hardirq_64.h
include/asm-i386/highmem.h,include/asm-x86/highmem.h,arch/x86/include/asm/highmem.h
include/asm-i386/hpet.h,include/asm-x86/hpet_32.h
include/asm-x86_64/hpet.h,include/asm-x86/hpet_64.h
include/asm-i386/hw_irq.h,include/asm-x86/hw_irq_32.h
include/asm-x86_64/hw_irq.h,include/asm-x86/hw_irq_64.h
include/asm-i386/hypertransport.h,include/asm-x86/hypertransport.h,arch/x86/include/asm/hypertransport.h
include/asm-i386/i387.h,include/asm-x86/i387_32.h
include/asm-x86_64/i387.h,include/asm-x86/i387_64.h
include/asm-i386/i8253.h,include/asm-x86/i8253_32.h
include/asm-x86_64/i8253.h,include/asm-x86/i8253_64.h
include/asm-i386/i8259.h,include/asm-x86/i8259.h,arch/x86/include/asm/i8259.h
include/asm-x86_64/ia32.h,include/asm-x86/ia32.h,arch/x86/include/asm/ia32.h
include/asm-x86_64/ia32_unistd.h,include/asm-x86/ia32_unistd.h,arch/x86/include/asm/ia32_unistd.h
include/asm-i386/ide.h,include/asm-x86/ide.h
include/asm-x86_64/idle.h,include/asm-x86/idle.h,arch/x86/include/asm/idle.h
include/asm-i386/intel_arch_perfmon.h,include/asm-x86/intel_arch_perfmon_32.h
include/asm-x86_64/intel_arch_perfmon.h,include/asm-x86/intel_arch_perfmon_64.h
include/asm-i386/io.h,include/asm-x86/io_32.h,arch/x86/include/asm/io_32.h
include/asm-x86_64/io.h,include/asm-x86/io_64.h,arch/x86/include/asm/io_64.h
include/asm-i386/io_apic.h,include/asm-x86/io_apic_32.h
include/asm-x86_64/io_apic.h,include/asm-x86/io_apic_64.h
include/asm-i386/ioctl.h,include/asm-x86/ioctl.h,arch/x86/include/asm/ioctl.h,arch/x86/include/uapi/asm/ioctl.h
include/asm-i386/ioctls.h,include/asm-x86/ioctls_32.h
include/asm-x86_64/ioctls.h,include/asm-x86/ioctls_64.h
include/asm-x86_64/iommu.h,include/asm-x86/iommu.h,arch/x86/include/asm/iommu.h
include/asm-i386/ipc.h,include/asm-x86/ipc.h
include/asm-i386/ipcbuf.h,include/asm-x86/ipcbuf_32.h
include/asm-x86_64/ipcbuf.h,include/asm-x86/ipcbuf_64.h
include/asm-x86_64/ipi.h,include/asm-x86/ipi.h,arch/x86/include/asm/ipi.h
include/asm-i386/irq.h,include/asm-x86/irq_32.h
include/asm-x86_64/irq.h,include/asm-x86/irq_64.h
include/asm-i386/irq_regs.h,include/asm-x86/irq_regs_32.h,arch/x86/include/asm/irq_regs_32.h
include/asm-x86_64/irq_regs.h,include/asm-x86/irq_regs_64.h,arch/x86/include/asm/irq_regs_64.h
include/asm-i386/irqflags.h,include/asm-x86/irqflags_32.h
include/asm-x86_64/irqflags.h,include/asm-x86/irqflags_64.h
include/asm-i386/ist.h,include/asm-x86/ist.h,arch/x86/include/asm/ist.h
include/asm-x86_64/k8.h,include/asm-x86/k8.h,arch/x86/include/asm/k8.h,arch/x86/include/asm/amd_nb.h
include/asm-i386/kdebug.h,include/asm-x86/kdebug_32.h
include/asm-x86_64/kdebug.h,include/asm-x86/kdebug_64.h
include/asm-i386/kexec.h,include/asm-x86/kexec_32.h
include/asm-x86_64/kexec.h,include/asm-x86/kexec_64.h
include/asm-i386/kmap_types.h,include/asm-x86/kmap_types_32.h
include/asm-x86_64/kmap_types.h,include/asm-x86/kmap_types_64.h
include/asm-i386/kprobes.h,include/asm-x86/kprobes_32.h
include/asm-x86_64/kprobes.h,include/asm-x86/kprobes_64.h
include/asm-i386/ldt.h,include/asm-x86/ldt_32.h
include/asm-x86_64/ldt.h,include/asm-x86/ldt_64.h
include/asm-i386/linkage.h,include/asm-x86/linkage_32.h
include/asm-x86_64/linkage.h,include/asm-x86/linkage_64.h
include/asm-i386/local.h,include/asm-x86/local_32.h
include/asm-x86_64/local.h,include/asm-x86/local_64.h
include/asm-i386/mach-bigsmp/mach_apic.h,include/asm-x86/mach-bigsmp/mach_apic.h,include/asm-x86/bigsmp/apic.h,arch/x86/include/asm/bigsmp/apic.h
include/asm-i386/mach-bigsmp/mach_apicdef.h,include/asm-x86/mach-bigsmp/mach_apicdef.h
include/asm-i386/mach-bigsmp/mach_ipi.h,include/asm-x86/mach-bigsmp/mach_ipi.h,include/asm-x86/bigsmp/ipi.h,arch/x86/include/asm/bigsmp/ipi.h
include/asm-i386/mach-bigsmp/mach_mpspec.h,include/asm-x86/mach-bigsmp/mach_mpspec.h
include/asm-i386/mach-default/apm.h,include/asm-x86/mach-default/apm.h,arch/x86/include/asm/mach-default/apm.h,arch/x86/include/asm/apm.h
include/asm-i386/mach-default/bios_ebda.h,include/asm-x86/mach-default/bios_ebda.h,include/asm-x86/bios_ebda.h,arch/x86/include/asm/bios_ebda.h
include/asm-i386/mach-default/do_timer.h,include/asm-x86/mach-default/do_timer.h,arch/x86/include/asm/mach-default/do_timer.h,arch/x86/include/asm/do_timer.h
include/asm-i386/mach-default/entry_arch.h,include/asm-x86/mach-default/entry_arch.h,arch/x86/include/asm/mach-default/entry_arch.h,arch/x86/include/asm/entry_arch.h
include/asm-i386/mach-default/io_ports.h,include/asm-x86/mach-default/io_ports.h
include/asm-i386/mach-default/irq_vectors.h,include/asm-x86/mach-default/irq_vectors.h
include/asm-i386/mach-default/irq_vectors_limits.h,include/asm-x86/mach-default/irq_vectors_limits.h
include/asm-i386/mach-default/mach_apic.h,include/asm-x86/mach-default/mach_apic.h,arch/x86/include/asm/mach-default/mach_apic.h
include/asm-i386/mach-default/mach_apicdef.h,include/asm-x86/mach-default/mach_apicdef.h,arch/x86/include/asm/mach-default/mach_apicdef.h
include/asm-i386/mach-default/mach_ipi.h,include/asm-x86/mach-default/mach_ipi.h,arch/x86/include/asm/mach-default/mach_ipi.h
include/asm-i386/mach-default/mach_mpparse.h,include/asm-x86/mach-default/mach_mpparse.h,arch/x86/include/asm/mach-default/mach_mpparse.h
include/asm-i386/mach-default/mach_mpspec.h,include/asm-x86/mach-default/mach_mpspec.h,arch/x86/include/asm/mach-default/mach_mpspec.h
include/asm-i386/mach-default/mach_reboot.h,include/asm-x86/mach-default/mach_reboot.h
include/asm-i386/mach-default/mach_time.h,include/asm-x86/mach-default/mach_time.h,arch/x86/kernel/rtc.c
include/asm-i386/mach-default/mach_timer.h,include/asm-x86/mach-default/mach_timer.h,arch/x86/include/asm/mach-default/mach_timer.h,arch/x86/include/asm/mach_timer.h
include/asm-i386/mach-default/mach_traps.h,include/asm-x86/mach-default/mach_traps.h,arch/x86/include/asm/mach-default/mach_traps.h,arch/x86/include/asm/mach_traps.h
include/asm-i386/mach-default/mach_wakecpu.h,include/asm-x86/mach-default/mach_wakecpu.h,arch/x86/include/asm/mach-default/mach_wakecpu.h
include/asm-i386/mach-default/pci-functions.h,include/asm-x86/mach-default/pci-functions.h,arch/x86/include/asm/mach-default/pci-functions.h,arch/x86/include/asm/pci-functions.h
include/asm-i386/mach-default/smpboot_hooks.h,include/asm-x86/mach-default/smpboot_hooks.h,arch/x86/include/asm/mach-default/smpboot_hooks.h,arch/x86/include/asm/smpboot_hooks.h
include/asm-i386/mach-es7000/mach_apic.h,include/asm-x86/mach-es7000/mach_apic.h,include/asm-x86/es7000/apic.h,arch/x86/include/asm/es7000/apic.h
include/asm-i386/mach-es7000/mach_apicdef.h,include/asm-x86/mach-es7000/mach_apicdef.h
include/asm-i386/mach-es7000/mach_ipi.h,include/asm-x86/mach-es7000/mach_ipi.h,include/asm-x86/es7000/ipi.h,arch/x86/include/asm/es7000/ipi.h
include/asm-i386/mach-es7000/mach_mpparse.h,include/asm-x86/mach-es7000/mach_mpparse.h,include/asm-x86/es7000/mpparse.h,arch/x86/include/asm/es7000/mpparse.h
include/asm-i386/mach-es7000/mach_mpspec.h,include/asm-x86/mach-es7000/mach_mpspec.h
include/asm-i386/mach-es7000/mach_wakecpu.h,include/asm-x86/mach-es7000/mach_wakecpu.h,include/asm-x86/es7000/wakecpu.h,arch/x86/include/asm/es7000/wakecpu.h
include/asm-i386/mach-generic/irq_vectors_limits.h,include/asm-x86/mach-generic/irq_vectors_limits.h
include/asm-i386/mach-generic/mach_apic.h,include/asm-x86/mach-generic/mach_apic.h,arch/x86/include/asm/mach-generic/mach_apic.h
include/asm-i386/mach-generic/mach_apicdef.h,include/asm-x86/mach-generic/mach_apicdef.h,arch/x86/include/asm/mach-generic/mach_apicdef.h
include/asm-i386/mach-generic/mach_ipi.h,include/asm-x86/mach-generic/mach_ipi.h,arch/x86/include/asm/mach-generic/mach_ipi.h
include/asm-i386/mach-generic/mach_mpparse.h,include/asm-x86/mach-generic/mach_mpparse.h,arch/x86/include/asm/mach-generic/mach_mpparse.h
include/asm-i386/mach-generic/mach_mpspec.h,include/asm-x86/mach-generic/mach_mpspec.h,arch/x86/include/asm/mach-generic/mach_mpspec.h
include/asm-i386/mach-numaq/mach_apic.h,include/asm-x86/mach-numaq/mach_apic.h,include/asm-x86/numaq/apic.h,arch/x86/include/asm/numaq/apic.h
include/asm-i386/mach-numaq/mach_apicdef.h,include/asm-x86/mach-numaq/mach_apicdef.h,include/asm-x86/numaq/apicdef.h,arch/x86/include/asm/numaq/apicdef.h
include/asm-i386/mach-numaq/mach_ipi.h,include/asm-x86/mach-numaq/mach_ipi.h,include/asm-x86/numaq/ipi.h,arch/x86/include/asm/numaq/ipi.h
include/asm-i386/mach-numaq/mach_mpparse.h,include/asm-x86/mach-numaq/mach_mpparse.h
include/asm-i386/mach-numaq/mach_mpspec.h,include/asm-x86/mach-numaq/mach_mpspec.h
include/asm-i386/mach-numaq/mach_wakecpu.h,include/asm-x86/mach-numaq/mach_wakecpu.h,include/asm-x86/numaq/wakecpu.h,arch/x86/include/asm/numaq/wakecpu.h
include/asm-i386/mach-summit/irq_vectors_limits.h,include/asm-x86/mach-summit/irq_vectors_limits.h,include/asm-x86/summit/irq_vectors_limits.h
include/asm-i386/mach-summit/mach_apic.h,include/asm-x86/mach-summit/mach_apic.h,include/asm-x86/summit/apic.h,arch/x86/include/asm/summit/apic.h
include/asm-i386/mach-summit/mach_apicdef.h,include/asm-x86/mach-summit/mach_apicdef.h
include/asm-i386/mach-summit/mach_ipi.h,include/asm-x86/mach-summit/mach_ipi.h,include/asm-x86/summit/ipi.h,arch/x86/include/asm/summit/ipi.h
include/asm-i386/mach-summit/mach_mpparse.h,include/asm-x86/mach-summit/mach_mpparse.h,include/asm-x86/summit/mpparse.h,arch/x86/include/asm/summit/mpparse.h
include/asm-i386/mach-summit/mach_mpspec.h,include/asm-x86/mach-summit/mach_mpspec.h
include/asm-i386/mach-visws/cobalt.h,include/asm-x86/mach-visws/cobalt.h,include/asm-x86/visws/cobalt.h,arch/x86/include/asm/visws/cobalt.h
include/asm-i386/mach-visws/entry_arch.h,include/asm-x86/mach-visws/entry_arch.h
include/asm-i386/mach-visws/irq_vectors.h,include/asm-x86/mach-visws/irq_vectors.h
include/asm-i386/mach-visws/lithium.h,include/asm-x86/mach-visws/lithium.h,include/asm-x86/visws/lithium.h,arch/x86/include/asm/visws/lithium.h
include/asm-i386/mach-visws/mach_apic.h,include/asm-x86/mach-visws/mach_apic.h
include/asm-i386/mach-visws/mach_apicdef.h,include/asm-x86/mach-visws/mach_apicdef.h
include/asm-i386/mach-visws/piix4.h,include/asm-x86/mach-visws/piix4.h,include/asm-x86/visws/piix4.h,arch/x86/include/asm/visws/piix4.h
include/asm-i386/mach-visws/smpboot_hooks.h,include/asm-x86/mach-visws/smpboot_hooks.h
include/asm-i386/mach-voyager/do_timer.h,include/asm-x86/mach-voyager/do_timer.h,arch/x86/include/asm/mach-voyager/do_timer.h
include/asm-i386/mach-voyager/entry_arch.h,include/asm-x86/mach-voyager/entry_arch.h,arch/x86/include/asm/mach-voyager/entry_arch.h
include/asm-i386/mach-voyager/irq_vectors.h,include/asm-x86/mach-voyager/irq_vectors.h
include/asm-x86_64/mach_apic.h,include/asm-x86/mach_apic.h
include/asm-i386/math_emu.h,include/asm-x86/math_emu.h,arch/x86/include/asm/math_emu.h
include/asm-i386/mc146818rtc.h,include/asm-x86/mc146818rtc_32.h
include/asm-x86_64/mc146818rtc.h,include/asm-x86/mc146818rtc_64.h
include/asm-i386/mca.h,include/asm-x86/mca.h,arch/x86/include/asm/mca.h
include/asm-i386/mca_dma.h,include/asm-x86/mca_dma.h,arch/x86/include/asm/mca_dma.h
include/asm-i386/mce.h,include/asm-x86/mce_32.h
include/asm-x86_64/mce.h,include/asm-x86/mce_64.h
include/asm-i386/mman.h,include/asm-x86/mman_32.h
include/asm-x86_64/mman.h,include/asm-x86/mman_64.h
include/asm-x86_64/mmsegment.h,include/asm-x86/mmsegment.h
include/asm-i386/mmu.h,include/asm-x86/mmu_32.h
include/asm-x86_64/mmu.h,include/asm-x86/mmu_64.h
include/asm-i386/mmu_context.h,include/asm-x86/mmu_context_32.h,arch/x86/include/asm/mmu_context_32.h
include/asm-x86_64/mmu_context.h,include/asm-x86/mmu_context_64.h,arch/x86/include/asm/mmu_context_64.h
include/asm-i386/mmx.h,include/asm-x86/mmx.h,arch/x86/include/asm/mmx.h
include/asm-i386/mmzone.h,include/asm-x86/mmzone_32.h,arch/x86/include/asm/mmzone_32.h
include/asm-x86_64/mmzone.h,include/asm-x86/mmzone_64.h,arch/x86/include/asm/mmzone_64.h
include/asm-i386/module.h,include/asm-x86/module_32.h
include/asm-x86_64/module.h,include/asm-x86/module_64.h
include/asm-i386/mpspec.h,include/asm-x86/mpspec_32.h
include/asm-x86_64/mpspec.h,include/asm-x86/mpspec_64.h
include/asm-i386/mpspec_def.h,include/asm-x86/mpspec_def.h,arch/x86/include/asm/mpspec_def.h
include/asm-i386/msgbuf.h,include/asm-x86/msgbuf_32.h
include/asm-x86_64/msgbuf.h,include/asm-x86/msgbuf_64.h
include/asm-i386/msidef.h,include/asm-x86/msidef.h,arch/x86/include/asm/msidef.h
include/asm-i386/msr-index.h,include/asm-x86/msr-index.h,arch/x86/include/asm/msr-index.h,arch/x86/include/uapi/asm/msr-index.h
include/asm-i386/msr.h,include/asm-x86/msr_32.h
include/asm-x86_64/msr.h,include/asm-x86/msr_64.h
include/asm-i386/mtrr.h,include/asm-x86/mtrr_32.h
include/asm-x86_64/mtrr.h,include/asm-x86/mtrr_64.h
include/asm-i386/mutex.h,include/asm-x86/mutex_32.h,arch/x86/include/asm/mutex_32.h
include/asm-x86_64/mutex.h,include/asm-x86/mutex_64.h,arch/x86/include/asm/mutex_64.h
include/asm-i386/namei.h,include/asm-x86/namei_32.h
include/asm-x86_64/namei.h,include/asm-x86/namei_64.h
include/asm-i386/nmi.h,include/asm-x86/nmi_32.h
include/asm-x86_64/nmi.h,include/asm-x86/nmi_64.h
include/asm-i386/numa.h,include/asm-x86/numa_32.h,arch/x86/include/asm/numa_32.h
include/asm-x86_64/numa.h,include/asm-x86/numa_64.h,arch/x86/include/asm/numa_64.h
include/asm-i386/numaq.h,include/asm-x86/numaq.h,arch/x86/include/asm/numaq.h
include/asm-i386/page.h,include/asm-x86/page_32.h,arch/x86/include/asm/page_32.h
include/asm-x86_64/page.h,include/asm-x86/page_64.h,arch/x86/include/asm/page_64.h
include/asm-i386/param.h,include/asm-x86/param_32.h
include/asm-x86_64/param.h,include/asm-x86/param_64.h
include/asm-i386/paravirt.h,include/asm-x86/paravirt.h,arch/x86/include/asm/paravirt.h
include/asm-i386/parport.h,include/asm-x86/parport_32.h
include/asm-x86_64/parport.h,include/asm-x86/parport_64.h
include/asm-x86_64/pci-direct.h,include/asm-x86/pci-direct.h,arch/x86/include/asm/pci-direct.h
include/asm-i386/pci.h,include/asm-x86/pci_32.h,arch/x86/include/asm/pci_32.h
include/asm-x86_64/pci.h,include/asm-x86/pci_64.h,arch/x86/include/asm/pci_64.h
include/asm-x86_64/pda.h,include/asm-x86/pda.h,arch/x86/include/asm/pda.h
include/asm-i386/percpu.h,include/asm-x86/percpu_32.h
include/asm-x86_64/percpu.h,include/asm-x86/percpu_64.h
include/asm-i386/pgalloc.h,include/asm-x86/pgalloc_32.h
include/asm-x86_64/pgalloc.h,include/asm-x86/pgalloc_64.h
include/asm-i386/pgtable-2level-defs.h,include/asm-x86/pgtable-2level-defs.h,arch/x86/include/asm/pgtable-2level-defs.h,arch/x86/include/asm/pgtable-2level_types.h
include/asm-i386/pgtable-2level.h,include/asm-x86/pgtable-2level.h,arch/x86/include/asm/pgtable-2level.h
include/asm-i386/pgtable-3level-defs.h,include/asm-x86/pgtable-3level-defs.h,arch/x86/include/asm/pgtable-3level-defs.h,arch/x86/include/asm/pgtable-3level_types.h
include/asm-i386/pgtable-3level.h,include/asm-x86/pgtable-3level.h,arch/x86/include/asm/pgtable-3level.h
include/asm-i386/pgtable.h,include/asm-x86/pgtable_32.h,arch/x86/include/asm/pgtable_32.h
include/asm-x86_64/pgtable.h,include/asm-x86/pgtable_64.h,arch/x86/include/asm/pgtable_64.h
include/asm-i386/poll.h,include/asm-x86/poll.h,arch/x86/include/asm/poll.h,arch/x86/include/uapi/asm/poll.h
include/asm-i386/posix_types.h,include/asm-x86/posix_types_32.h,arch/x86/include/asm/posix_types_32.h,arch/x86/include/uapi/asm/posix_types_32.h
include/asm-x86_64/posix_types.h,include/asm-x86/posix_types_64.h,arch/x86/include/asm/posix_types_64.h,arch/x86/include/uapi/asm/posix_types_64.h
include/asm-x86_64/prctl.h,include/asm-x86/prctl.h,arch/x86/include/asm/prctl.h,arch/x86/include/uapi/asm/prctl.h
include/asm-i386/processor-cyrix.h,include/asm-x86/processor-cyrix.h,arch/x86/include/asm/processor-cyrix.h
include/asm-i386/processor-flags.h,include/asm-x86/processor-flags.h,arch/x86/include/asm/processor-flags.h
include/asm-i386/processor.h,include/asm-x86/processor_32.h
include/asm-x86_64/processor.h,include/asm-x86/processor_64.h
include/asm-x86_64/proto.h,include/asm-x86/proto.h,arch/x86/include/asm/proto.h
include/asm-i386/ptrace-abi.h,include/asm-x86/ptrace-abi_32.h
include/asm-x86_64/ptrace-abi.h,include/asm-x86/ptrace-abi_64.h
include/asm-i386/ptrace.h,include/asm-x86/ptrace_32.h
include/asm-x86_64/ptrace.h,include/asm-x86/ptrace_64.h
include/asm-i386/reboot.h,include/asm-x86/reboot.h,arch/x86/include/asm/reboot.h
include/asm-i386/required-features.h,include/asm-x86/required-features_32.h
include/asm-x86_64/required-features.h,include/asm-x86/required-features_64.h
include/asm-i386/resource.h,include/asm-x86/resource_32.h
include/asm-x86_64/resource.h,include/asm-x86/resource_64.h
include/asm-i386/resume-trace.h,include/asm-x86/resume-trace_32.h
include/asm-x86_64/resume-trace.h,include/asm-x86/resume-trace_64.h
include/asm-x86_64/rio.h,include/asm-x86/rio.h,arch/x86/include/asm/rio.h
include/asm-i386/rtc.h,include/asm-x86/rtc_32.h
include/asm-x86_64/rtc.h,include/asm-x86/rtc_64.h
include/asm-i386/rwlock.h,include/asm-x86/rwlock_32.h
include/asm-x86_64/rwlock.h,include/asm-x86/rwlock_64.h
include/asm-i386/rwsem.h,include/asm-x86/rwsem.h,arch/x86/include/asm/rwsem.h
include/asm-i386/scatterlist.h,include/asm-x86/scatterlist_32.h
include/asm-x86_64/scatterlist.h,include/asm-x86/scatterlist_64.h
include/asm-i386/seccomp.h,include/asm-x86/seccomp_32.h,arch/x86/include/asm/seccomp_32.h
include/asm-x86_64/seccomp.h,include/asm-x86/seccomp_64.h,arch/x86/include/asm/seccomp_64.h
include/asm-i386/sections.h,include/asm-x86/sections_32.h
include/asm-x86_64/sections.h,include/asm-x86/sections_64.h
include/asm-i386/segment.h,include/asm-x86/segment_32.h
include/asm-x86_64/segment.h,include/asm-x86/segment_64.h
include/asm-i386/semaphore.h,include/asm-x86/semaphore_32.h
include/asm-x86_64/semaphore.h,include/asm-x86/semaphore_64.h
include/asm-i386/sembuf.h,include/asm-x86/sembuf_32.h
include/asm-x86_64/sembuf.h,include/asm-x86/sembuf_64.h
include/asm-i386/serial.h,include/asm-x86/serial_32.h
include/asm-x86_64/serial.h,include/asm-x86/serial_64.h
include/asm-i386/setup.h,include/asm-x86/setup_32.h
include/asm-x86_64/setup.h,include/asm-x86/setup_64.h
include/asm-i386/shmbuf.h,include/asm-x86/shmbuf_32.h
include/asm-x86_64/shmbuf.h,include/asm-x86/shmbuf_64.h
include/asm-i386/shmparam.h,include/asm-x86/shmparam_32.h
include/asm-x86_64/shmparam.h,include/asm-x86/shmparam_64.h
include/asm-x86_64/sigcontext32.h,include/asm-x86/sigcontext32.h,arch/x86/include/asm/sigcontext32.h,arch/x86/include/uapi/asm/sigcontext32.h
include/asm-i386/sigcontext.h,include/asm-x86/sigcontext_32.h
include/asm-x86_64/sigcontext.h,include/asm-x86/sigcontext_64.h
include/asm-i386/siginfo.h,include/asm-x86/siginfo_32.h
include/asm-x86_64/siginfo.h,include/asm-x86/siginfo_64.h
include/asm-i386/signal.h,include/asm-x86/signal_32.h
