include/asm-i386/ppcboot-i386.h,include/asm-i386/u-boot-i386.h,arch/i386/include/asm/u-boot-i386.h,arch/x86/include/asm/u-boot-x86.h
cpu/xscale/Makefile,cpu/pxa/Makefile,arch/arm/cpu/pxa/Makefile
cpu/xscale/config.mk,cpu/pxa/config.mk,arch/arm/cpu/pxa/config.mk
cpu/xscale/cpu.c,cpu/pxa/cpu.c,arch/arm/cpu/pxa/cpu.c,arch/arm/cpu/pxa/pxa2xx.c
cpu/xscale/i2c.c,cpu/pxa/i2c.c,arch/arm/cpu/pxa/i2c.c,drivers/i2c/mv_i2c.c
cpu/xscale/interrupts.c,cpu/pxa/interrupts.c,cpu/pxa/timer.c,arch/arm/cpu/pxa/timer.c
cpu/xscale/serial.c,cpu/pxa/serial.c,drivers/serial/serial_pxa.c
cpu/xscale/start.S,cpu/pxa/start.S,arch/arm/cpu/pxa/start.S
include/asm-arm/arch-xscale/bitfield.h,include/asm-arm/arch-pxa/bitfield.h,arch/arm/include/asm/arch-pxa/bitfield.h
include/asm-arm/arch-xscale/hardware.h,include/asm-arm/arch-pxa/hardware.h,arch/arm/include/asm/arch-pxa/hardware.h
lib_i386/ic/sc520.c,cpu/i386/sc520.c,cpu/i386/sc520/sc520.c,arch/i386/cpu/sc520/sc520.c,arch/x86/cpu/sc520/sc520.c
lib_i386/ic/sc520_asm.S,cpu/i386/sc520_asm.S,cpu/i386/sc520/sc520_asm.S,arch/i386/cpu/sc520/sc520_asm.S
lib_i386/ic/ali512x.c,drivers/ali512x.c,drivers/misc/ali512x.c
cpu/mpc8xx/status_led.c,drivers/status_led.c,drivers/misc/status_led.c
cpu/mips/serial.c,cpu/mips/asc_serial.c,arch/mips/cpu/asc_serial.c,arch/mips/cpu/mips32/asc_serial.c,arch/mips/cpu/mips32/incaip/asc_serial.c
cpu/mips/serial.h,cpu/mips/asc_serial.h,arch/mips/cpu/asc_serial.h,arch/mips/cpu/mips32/asc_serial.h,arch/mips/cpu/mips32/incaip/asc_serial.h
board/dk1c20/flash.c,board/altera/common/flash.c
cpu/mpc512x/i2c.c,arch/ppc/cpu/mpc512x/i2c.c,arch/powerpc/cpu/mpc512x/i2c.c
cpu/mpc512x/ide.c,arch/ppc/cpu/mpc512x/ide.c,arch/powerpc/cpu/mpc512x/ide.c
cpu/mpc512x/iim.c,arch/ppc/cpu/mpc512x/iim.c,arch/powerpc/cpu/mpc512x/iim.c
cpu/mpc512x/interrupts.c,arch/ppc/cpu/mpc512x/interrupts.c,arch/powerpc/cpu/mpc512x/interrupts.c
cpu/mpc512x/iopin.c,arch/ppc/cpu/mpc512x/iopin.c,arch/powerpc/cpu/mpc512x/iopin.c
cpu/mpc512x/serial.c,arch/ppc/cpu/mpc512x/serial.c,arch/powerpc/cpu/mpc512x/serial.c
cpu/mpc512x/speed.c,arch/ppc/cpu/mpc512x/speed.c,arch/powerpc/cpu/mpc512x/speed.c
cpu/mpc512x/start.S,arch/ppc/cpu/mpc512x/start.S,arch/powerpc/cpu/mpc512x/start.S
cpu/mpc512x/traps.c,arch/ppc/cpu/mpc512x/traps.c,arch/powerpc/cpu/mpc512x/traps.c
cpu/mpc5xx/Makefile,arch/ppc/cpu/mpc5xx/Makefile,arch/powerpc/cpu/mpc5xx/Makefile
cpu/mpc5xx/config.mk,arch/ppc/cpu/mpc5xx/config.mk,arch/powerpc/cpu/mpc5xx/config.mk
cpu/mpc5xx/cpu.c,arch/ppc/cpu/mpc5xx/cpu.c,arch/powerpc/cpu/mpc5xx/cpu.c
cpu/mpc5xx/cpu_init.c,arch/ppc/cpu/mpc5xx/cpu_init.c,arch/powerpc/cpu/mpc5xx/cpu_init.c
cpu/mpc5xx/interrupts.c,arch/ppc/cpu/mpc5xx/interrupts.c,arch/powerpc/cpu/mpc5xx/interrupts.c
cpu/mpc5xx/serial.c,arch/ppc/cpu/mpc5xx/serial.c,arch/powerpc/cpu/mpc5xx/serial.c
cpu/mpc5xx/speed.c,arch/ppc/cpu/mpc5xx/speed.c,arch/powerpc/cpu/mpc5xx/speed.c
cpu/mpc5xx/spi.c,arch/ppc/cpu/mpc5xx/spi.c,arch/powerpc/cpu/mpc5xx/spi.c
cpu/mpc5xx/start.S,arch/ppc/cpu/mpc5xx/start.S,arch/powerpc/cpu/mpc5xx/start.S
cpu/mpc5xx/traps.c,arch/ppc/cpu/mpc5xx/traps.c,arch/powerpc/cpu/mpc5xx/traps.c
cpu/mpc5xx/u-boot.lds,arch/ppc/cpu/mpc5xx/u-boot.lds,arch/powerpc/cpu/mpc5xx/u-boot.lds
cpu/mpc5xxx/Makefile,arch/ppc/cpu/mpc5xxx/Makefile,arch/powerpc/cpu/mpc5xxx/Makefile
cpu/mpc5xxx/config.mk,arch/ppc/cpu/mpc5xxx/config.mk,arch/powerpc/cpu/mpc5xxx/config.mk
cpu/mpc5xxx/cpu.c,arch/ppc/cpu/mpc5xxx/cpu.c,arch/powerpc/cpu/mpc5xxx/cpu.c
cpu/mpc5xxx/cpu_init.c,arch/ppc/cpu/mpc5xxx/cpu_init.c,arch/powerpc/cpu/mpc5xxx/cpu_init.c
cpu/mpc5xxx/firmware_sc_task_bestcomm.impl.S,arch/ppc/cpu/mpc5xxx/firmware_sc_task_bestcomm.impl.S,arch/powerpc/cpu/mpc5xxx/firmware_sc_task_bestcomm.impl.S
cpu/mpc5xxx/i2c.c,arch/ppc/cpu/mpc5xxx/i2c.c,arch/powerpc/cpu/mpc5xxx/i2c.c
cpu/mpc5xxx/ide.c,arch/ppc/cpu/mpc5xxx/ide.c,arch/powerpc/cpu/mpc5xxx/ide.c
cpu/mpc5xxx/interrupts.c,arch/ppc/cpu/mpc5xxx/interrupts.c,arch/powerpc/cpu/mpc5xxx/interrupts.c
cpu/mpc5xxx/io.S,arch/ppc/cpu/mpc5xxx/io.S,arch/powerpc/cpu/mpc5xxx/io.S
cpu/mpc5xxx/loadtask.c,arch/ppc/cpu/mpc5xxx/loadtask.c,arch/powerpc/cpu/mpc5xxx/loadtask.c
cpu/mpc5xxx/pci_mpc5200.c,arch/ppc/cpu/mpc5xxx/pci_mpc5200.c,arch/powerpc/cpu/mpc5xxx/pci_mpc5200.c
cpu/mpc5xxx/serial.c,arch/ppc/cpu/mpc5xxx/serial.c,arch/powerpc/cpu/mpc5xxx/serial.c
cpu/mpc5xxx/speed.c,arch/ppc/cpu/mpc5xxx/speed.c,arch/powerpc/cpu/mpc5xxx/speed.c
cpu/mpc5xxx/start.S,arch/ppc/cpu/mpc5xxx/start.S,arch/powerpc/cpu/mpc5xxx/start.S
cpu/mpc5xxx/traps.c,arch/ppc/cpu/mpc5xxx/traps.c,arch/powerpc/cpu/mpc5xxx/traps.c
cpu/mpc5xxx/u-boot-customlayout.lds,arch/ppc/cpu/mpc5xxx/u-boot-customlayout.lds,arch/powerpc/cpu/mpc5xxx/u-boot-customlayout.lds
cpu/mpc5xxx/u-boot.lds,arch/ppc/cpu/mpc5xxx/u-boot.lds,arch/powerpc/cpu/mpc5xxx/u-boot.lds
cpu/mpc5xxx/usb.c,arch/ppc/cpu/mpc5xxx/usb.c,arch/powerpc/cpu/mpc5xxx/usb.c
cpu/mpc5xxx/usb_ohci.c,arch/ppc/cpu/mpc5xxx/usb_ohci.c,arch/powerpc/cpu/mpc5xxx/usb_ohci.c
cpu/mpc5xxx/usb_ohci.h,arch/ppc/cpu/mpc5xxx/usb_ohci.h,arch/powerpc/cpu/mpc5xxx/usb_ohci.h
cpu/mpc8220/Makefile,arch/ppc/cpu/mpc8220/Makefile,arch/powerpc/cpu/mpc8220/Makefile
cpu/mpc8220/config.mk,arch/ppc/cpu/mpc8220/config.mk,arch/powerpc/cpu/mpc8220/config.mk
cpu/mpc8220/cpu.c,arch/ppc/cpu/mpc8220/cpu.c,arch/powerpc/cpu/mpc8220/cpu.c
cpu/mpc8220/cpu_init.c,arch/ppc/cpu/mpc8220/cpu_init.c,arch/powerpc/cpu/mpc8220/cpu_init.c
cpu/mpc8220/dma.h,arch/ppc/cpu/mpc8220/dma.h,arch/powerpc/cpu/mpc8220/dma.h
cpu/mpc8220/dramSetup.c,arch/ppc/cpu/mpc8220/dramSetup.c,arch/powerpc/cpu/mpc8220/dramSetup.c
cpu/mpc8220/dramSetup.h,arch/ppc/cpu/mpc8220/dramSetup.h,arch/powerpc/cpu/mpc8220/dramSetup.h
cpu/mpc8220/fec.c,arch/ppc/cpu/mpc8220/fec.c,arch/powerpc/cpu/mpc8220/fec.c
cpu/mpc8220/fec.h,arch/ppc/cpu/mpc8220/fec.h,arch/powerpc/cpu/mpc8220/fec.h
cpu/mpc8220/fec_dma_tasks.S,arch/ppc/cpu/mpc8220/fec_dma_tasks.S,arch/powerpc/cpu/mpc8220/fec_dma_tasks.S
cpu/mpc8220/i2c.c,arch/ppc/cpu/mpc8220/i2c.c,arch/powerpc/cpu/mpc8220/i2c.c
cpu/mpc8220/i2cCore.c,arch/ppc/cpu/mpc8220/i2cCore.c,arch/powerpc/cpu/mpc8220/i2cCore.c
cpu/mpc8220/i2cCore.h,arch/ppc/cpu/mpc8220/i2cCore.h,arch/powerpc/cpu/mpc8220/i2cCore.h
cpu/mpc8220/interrupts.c,arch/ppc/cpu/mpc8220/interrupts.c,arch/powerpc/cpu/mpc8220/interrupts.c
cpu/mpc8220/io.S,arch/ppc/cpu/mpc8220/io.S,arch/powerpc/cpu/mpc8220/io.S
cpu/mpc8220/loadtask.c,arch/ppc/cpu/mpc8220/loadtask.c,arch/powerpc/cpu/mpc8220/loadtask.c
cpu/mpc8220/pci.c,arch/ppc/cpu/mpc8220/pci.c,arch/powerpc/cpu/mpc8220/pci.c
cpu/mpc8220/speed.c,arch/ppc/cpu/mpc8220/speed.c,arch/powerpc/cpu/mpc8220/speed.c
cpu/mpc8220/start.S,arch/ppc/cpu/mpc8220/start.S,arch/powerpc/cpu/mpc8220/start.S
cpu/mpc8220/traps.c,arch/ppc/cpu/mpc8220/traps.c,arch/powerpc/cpu/mpc8220/traps.c
cpu/mpc8220/u-boot.lds,arch/ppc/cpu/mpc8220/u-boot.lds,arch/powerpc/cpu/mpc8220/u-boot.lds
cpu/mpc8220/uart.c,arch/ppc/cpu/mpc8220/uart.c,arch/powerpc/cpu/mpc8220/uart.c
cpu/mpc824x/.gitignore,arch/ppc/cpu/mpc824x/.gitignore,arch/powerpc/cpu/mpc824x/.gitignore
cpu/mpc824x/Makefile,arch/ppc/cpu/mpc824x/Makefile,arch/powerpc/cpu/mpc824x/Makefile
cpu/mpc824x/config.mk,arch/ppc/cpu/mpc824x/config.mk,arch/powerpc/cpu/mpc824x/config.mk
cpu/mpc824x/cpu.c,arch/ppc/cpu/mpc824x/cpu.c,arch/powerpc/cpu/mpc824x/cpu.c
cpu/mpc824x/cpu_init.c,arch/ppc/cpu/mpc824x/cpu_init.c,arch/powerpc/cpu/mpc824x/cpu_init.c
cpu/mpc824x/drivers/epic.h,arch/ppc/cpu/mpc824x/drivers/epic.h,arch/powerpc/cpu/mpc824x/drivers/epic.h
cpu/mpc824x/drivers/epic/README,arch/ppc/cpu/mpc824x/drivers/epic/README,arch/powerpc/cpu/mpc824x/drivers/epic/README
cpu/mpc824x/drivers/epic/epic.h,arch/ppc/cpu/mpc824x/drivers/epic/epic.h,arch/powerpc/cpu/mpc824x/drivers/epic/epic.h
cpu/mpc824x/drivers/epic/epic1.c,arch/ppc/cpu/mpc824x/drivers/epic/epic1.c,arch/powerpc/cpu/mpc824x/drivers/epic/epic1.c
cpu/mpc824x/drivers/epic/epic2.S,arch/ppc/cpu/mpc824x/drivers/epic/epic2.S,arch/powerpc/cpu/mpc824x/drivers/epic/epic2.S
cpu/mpc824x/drivers/epic/epicutil.S,arch/ppc/cpu/mpc824x/drivers/epic/epicutil.S,arch/powerpc/cpu/mpc824x/drivers/epic/epicutil.S
cpu/mpc824x/drivers/errors.h,arch/ppc/cpu/mpc824x/drivers/errors.h,arch/powerpc/cpu/mpc824x/drivers/errors.h
cpu/mpc824x/drivers/i2c/i2c.c,arch/ppc/cpu/mpc824x/drivers/i2c/i2c.c,arch/powerpc/cpu/mpc824x/drivers/i2c/i2c.c
cpu/mpc824x/drivers/i2c_export.h,arch/ppc/cpu/mpc824x/drivers/i2c_export.h,arch/powerpc/cpu/mpc824x/drivers/i2c_export.h
cpu/mpc824x/interrupts.c,arch/ppc/cpu/mpc824x/interrupts.c,arch/powerpc/cpu/mpc824x/interrupts.c
cpu/mpc824x/pci.c,arch/ppc/cpu/mpc824x/pci.c,arch/powerpc/cpu/mpc824x/pci.c
cpu/mpc824x/speed.c,arch/ppc/cpu/mpc824x/speed.c,arch/powerpc/cpu/mpc824x/speed.c
cpu/mpc824x/start.S,arch/ppc/cpu/mpc824x/start.S,arch/powerpc/cpu/mpc824x/start.S
cpu/mpc824x/traps.c,arch/ppc/cpu/mpc824x/traps.c,arch/powerpc/cpu/mpc824x/traps.c
cpu/mpc824x/u-boot.lds,arch/ppc/cpu/mpc824x/u-boot.lds,arch/powerpc/cpu/mpc8260/u-boot.lds
cpu/mpc8260/Makefile,arch/ppc/cpu/mpc8260/Makefile,arch/powerpc/cpu/mpc8260/Makefile
cpu/mpc8260/bedbug_603e.c,arch/ppc/cpu/mpc8260/bedbug_603e.c,arch/powerpc/cpu/mpc8260/bedbug_603e.c
cpu/mpc8260/commproc.c,arch/ppc/cpu/mpc8260/commproc.c,arch/powerpc/cpu/mpc8260/commproc.c
cpu/mpc8260/config.mk,arch/ppc/cpu/mpc8260/config.mk,arch/powerpc/cpu/mpc8260/config.mk
cpu/mpc8260/cpu.c,arch/ppc/cpu/mpc8260/cpu.c,arch/powerpc/cpu/mpc8260/cpu.c
cpu/mpc8260/cpu_init.c,arch/ppc/cpu/mpc8260/cpu_init.c,arch/powerpc/cpu/mpc8260/cpu_init.c
cpu/mpc8260/ether_fcc.c,arch/ppc/cpu/mpc8260/ether_fcc.c,arch/powerpc/cpu/mpc8260/ether_fcc.c
cpu/mpc8260/ether_scc.c,arch/ppc/cpu/mpc8260/ether_scc.c,arch/powerpc/cpu/mpc8260/ether_scc.c
cpu/mpc8260/i2c.c,arch/ppc/cpu/mpc8260/i2c.c,arch/powerpc/cpu/mpc8260/i2c.c
cpu/mpc8260/interrupts.c,arch/ppc/cpu/mpc8260/interrupts.c,arch/powerpc/cpu/mpc8260/interrupts.c
cpu/mpc8260/kgdb.S,arch/ppc/cpu/mpc8260/kgdb.S,arch/powerpc/cpu/mpc8260/kgdb.S
cpu/mpc8260/pci.c,arch/ppc/cpu/mpc8260/pci.c,arch/powerpc/cpu/mpc8260/pci.c
cpu/mpc8260/serial_scc.c,arch/ppc/cpu/mpc8260/serial_scc.c,arch/powerpc/cpu/mpc8260/serial_scc.c
cpu/mpc8260/serial_smc.c,arch/ppc/cpu/mpc8260/serial_smc.c,arch/powerpc/cpu/mpc8260/serial_smc.c
cpu/mpc8260/speed.c,arch/ppc/cpu/mpc8260/speed.c,arch/powerpc/cpu/mpc8260/speed.c
cpu/mpc8260/speed.h,arch/ppc/cpu/mpc8260/speed.h,arch/powerpc/cpu/mpc8260/speed.h
cpu/mpc8260/spi.c,arch/ppc/cpu/mpc8260/spi.c,arch/powerpc/cpu/mpc8260/spi.c
cpu/mpc8260/start.S,arch/ppc/cpu/mpc8260/start.S,arch/powerpc/cpu/mpc8260/start.S
cpu/mpc8260/traps.c,arch/ppc/cpu/mpc8260/traps.c,arch/powerpc/cpu/mpc8260/traps.c
cpu/mpc8260/u-boot.lds,arch/ppc/cpu/mpc8260/u-boot.lds,arch/powerpc/cpu/mpc824x/u-boot.lds
cpu/mpc83xx/Makefile,arch/ppc/cpu/mpc83xx/Makefile,arch/powerpc/cpu/mpc83xx/Makefile
cpu/mpc83xx/config.mk,arch/ppc/cpu/mpc83xx/config.mk,arch/powerpc/cpu/mpc83xx/config.mk
cpu/mpc83xx/cpu.c,arch/ppc/cpu/mpc83xx/cpu.c,arch/powerpc/cpu/mpc83xx/cpu.c
cpu/mpc83xx/cpu_init.c,arch/ppc/cpu/mpc83xx/cpu_init.c,arch/powerpc/cpu/mpc83xx/cpu_init.c
cpu/mpc83xx/ecc.c,arch/ppc/cpu/mpc83xx/ecc.c,arch/powerpc/cpu/mpc83xx/ecc.c
cpu/mpc83xx/fdt.c,arch/ppc/cpu/mpc83xx/fdt.c,arch/powerpc/cpu/mpc83xx/fdt.c
cpu/mpc83xx/interrupts.c,arch/ppc/cpu/mpc83xx/interrupts.c,arch/powerpc/cpu/mpc83xx/interrupts.c
cpu/mpc83xx/nand_init.c,arch/ppc/cpu/mpc83xx/nand_init.c,arch/powerpc/cpu/mpc83xx/nand_init.c,arch/powerpc/cpu/mpc83xx/spl_minimal.c
cpu/mpc83xx/pci.c,arch/ppc/cpu/mpc83xx/pci.c,arch/powerpc/cpu/mpc83xx/pci.c
cpu/mpc83xx/pcie.c,arch/ppc/cpu/mpc83xx/pcie.c,arch/powerpc/cpu/mpc83xx/pcie.c
cpu/mpc83xx/qe_io.c,arch/ppc/cpu/mpc83xx/qe_io.c,arch/powerpc/cpu/mpc83xx/qe_io.c
cpu/mpc83xx/serdes.c,arch/ppc/cpu/mpc83xx/serdes.c,arch/powerpc/cpu/mpc83xx/serdes.c
cpu/mpc83xx/spd_sdram.c,arch/ppc/cpu/mpc83xx/spd_sdram.c,arch/powerpc/cpu/mpc83xx/spd_sdram.c
cpu/mpc83xx/speed.c,arch/ppc/cpu/mpc83xx/speed.c,arch/powerpc/cpu/mpc83xx/speed.c
cpu/mpc83xx/start.S,arch/ppc/cpu/mpc83xx/start.S,arch/powerpc/cpu/mpc83xx/start.S
cpu/mpc83xx/traps.c,arch/ppc/cpu/mpc83xx/traps.c,arch/powerpc/cpu/mpc83xx/traps.c
cpu/mpc83xx/u-boot.lds,arch/ppc/cpu/mpc83xx/u-boot.lds,arch/powerpc/cpu/mpc83xx/u-boot.lds
cpu/mpc85xx/Makefile,arch/ppc/cpu/mpc85xx/Makefile,arch/powerpc/cpu/mpc85xx/Makefile
cpu/mpc85xx/commproc.c,arch/ppc/cpu/mpc85xx/commproc.c,arch/powerpc/cpu/mpc85xx/commproc.c
cpu/mpc85xx/config.mk,arch/ppc/cpu/mpc85xx/config.mk,arch/powerpc/cpu/mpc85xx/config.mk
cpu/mpc85xx/cpu.c,arch/ppc/cpu/mpc85xx/cpu.c,arch/powerpc/cpu/mpc85xx/cpu.c
cpu/mpc85xx/cpu_init.c,arch/ppc/cpu/mpc85xx/cpu_init.c,arch/powerpc/cpu/mpc85xx/cpu_init.c
cpu/mpc85xx/cpu_init_early.c,arch/ppc/cpu/mpc85xx/cpu_init_early.c,arch/powerpc/cpu/mpc85xx/cpu_init_early.c
cpu/mpc85xx/cpu_init_nand.c,arch/ppc/cpu/mpc85xx/cpu_init_nand.c,arch/powerpc/cpu/mpc85xx/cpu_init_nand.c,arch/powerpc/cpu/mpc85xx/spl_minimal.c
cpu/mpc85xx/ddr-gen1.c,arch/ppc/cpu/mpc85xx/ddr-gen1.c,arch/powerpc/cpu/mpc85xx/ddr-gen1.c,drivers/ddr/fsl/mpc85xx_ddr_gen1.c
cpu/mpc85xx/ddr-gen2.c,arch/ppc/cpu/mpc85xx/ddr-gen2.c,arch/powerpc/cpu/mpc85xx/ddr-gen2.c,drivers/ddr/fsl/mpc85xx_ddr_gen2.c
cpu/mpc85xx/ddr-gen3.c,arch/ppc/cpu/mpc85xx/ddr-gen3.c,arch/powerpc/cpu/mpc85xx/ddr-gen3.c,drivers/ddr/fsl/mpc85xx_ddr_gen3.c
cpu/mpc85xx/ether_fcc.c,arch/ppc/cpu/mpc85xx/ether_fcc.c,arch/powerpc/cpu/mpc85xx/ether_fcc.c
cpu/mpc85xx/fdt.c,arch/ppc/cpu/mpc85xx/fdt.c,arch/powerpc/cpu/mpc85xx/fdt.c
cpu/mpc85xx/fixed_ivor.S,arch/ppc/cpu/mpc85xx/fixed_ivor.S,arch/powerpc/cpu/mpc85xx/fixed_ivor.S
cpu/mpc85xx/interrupts.c,arch/ppc/cpu/mpc85xx/interrupts.c,arch/powerpc/cpu/mpc85xx/interrupts.c
cpu/mpc85xx/mp.c,arch/ppc/cpu/mpc85xx/mp.c,arch/powerpc/cpu/mpc85xx/mp.c
cpu/mpc85xx/mp.h,arch/ppc/cpu/mpc85xx/mp.h,arch/powerpc/cpu/mpc85xx/mp.h
cpu/mpc85xx/mpc8536_serdes.c,arch/ppc/cpu/mpc85xx/mpc8536_serdes.c,arch/powerpc/cpu/mpc85xx/mpc8536_serdes.c
cpu/mpc85xx/pci.c,arch/ppc/cpu/mpc85xx/pci.c,arch/powerpc/cpu/mpc85xx/pci.c
cpu/mpc85xx/qe_io.c,arch/ppc/cpu/mpc85xx/qe_io.c,arch/powerpc/cpu/mpc85xx/qe_io.c
cpu/mpc85xx/release.S,arch/ppc/cpu/mpc85xx/release.S,arch/powerpc/cpu/mpc85xx/release.S
cpu/mpc85xx/resetvec.S,arch/ppc/cpu/mpc85xx/resetvec.S,arch/powerpc/cpu/mpc85xx/resetvec.S
cpu/mpc85xx/serial_scc.c,arch/ppc/cpu/mpc85xx/serial_scc.c,arch/powerpc/cpu/mpc85xx/serial_scc.c
cpu/mpc85xx/speed.c,arch/ppc/cpu/mpc85xx/speed.c,arch/powerpc/cpu/mpc85xx/speed.c
cpu/mpc85xx/start.S,arch/ppc/cpu/mpc85xx/start.S,arch/powerpc/cpu/mpc85xx/start.S
cpu/mpc85xx/tlb.c,arch/ppc/cpu/mpc85xx/tlb.c,arch/powerpc/cpu/mpc85xx/tlb.c
cpu/mpc85xx/traps.c,arch/ppc/cpu/mpc85xx/traps.c,arch/powerpc/cpu/mpc85xx/traps.c
cpu/mpc85xx/u-boot-nand.lds,arch/ppc/cpu/mpc85xx/u-boot-nand.lds,arch/powerpc/cpu/mpc85xx/u-boot-nand.lds
cpu/mpc85xx/u-boot-nand_spl.lds,arch/ppc/cpu/mpc85xx/u-boot-nand_spl.lds,arch/powerpc/cpu/mpc85xx/u-boot-nand_spl.lds
cpu/mpc86xx/Makefile,arch/ppc/cpu/mpc86xx/Makefile,arch/powerpc/cpu/mpc86xx/Makefile
cpu/mpc86xx/cache.S,arch/ppc/cpu/mpc86xx/cache.S,arch/powerpc/cpu/mpc86xx/cache.S
cpu/mpc86xx/config.mk,arch/ppc/cpu/mpc86xx/config.mk,arch/powerpc/cpu/mpc86xx/config.mk
cpu/mpc86xx/cpu.c,arch/ppc/cpu/mpc86xx/cpu.c,arch/powerpc/cpu/mpc86xx/cpu.c
cpu/mpc86xx/cpu_init.c,arch/ppc/cpu/mpc86xx/cpu_init.c,arch/powerpc/cpu/mpc86xx/cpu_init.c
cpu/mpc86xx/ddr-8641.c,arch/ppc/cpu/mpc86xx/ddr-8641.c,arch/powerpc/cpu/mpc86xx/ddr-8641.c,drivers/ddr/fsl/mpc86xx_ddr.c
cpu/mpc86xx/fdt.c,arch/ppc/cpu/mpc86xx/fdt.c,arch/powerpc/cpu/mpc86xx/fdt.c
cpu/mpc86xx/interrupts.c,arch/ppc/cpu/mpc86xx/interrupts.c,arch/powerpc/cpu/mpc86xx/interrupts.c
cpu/mpc86xx/mp.c,arch/ppc/cpu/mpc86xx/mp.c,arch/powerpc/cpu/mpc86xx/mp.c
cpu/mpc86xx/release.S,arch/ppc/cpu/mpc86xx/release.S,arch/powerpc/cpu/mpc86xx/release.S
cpu/mpc86xx/speed.c,arch/ppc/cpu/mpc86xx/speed.c,arch/powerpc/cpu/mpc86xx/speed.c
cpu/mpc86xx/start.S,arch/ppc/cpu/mpc86xx/start.S,arch/powerpc/cpu/mpc86xx/start.S
cpu/mpc86xx/traps.c,arch/ppc/cpu/mpc86xx/traps.c,arch/powerpc/cpu/mpc86xx/traps.c
cpu/mpc8xx/Makefile,arch/ppc/cpu/mpc8xx/Makefile,arch/powerpc/cpu/mpc8xx/Makefile
cpu/mpc8xx/bedbug_860.c,arch/ppc/cpu/mpc8xx/bedbug_860.c,arch/powerpc/cpu/mpc8xx/bedbug_860.c
cpu/mpc8xx/commproc.c,arch/ppc/cpu/mpc8xx/commproc.c,arch/powerpc/cpu/mpc8xx/commproc.c
cpu/mpc8xx/config.mk,arch/ppc/cpu/mpc8xx/config.mk,arch/powerpc/cpu/mpc8xx/config.mk
cpu/mpc8xx/cpu.c,arch/ppc/cpu/mpc8xx/cpu.c,arch/powerpc/cpu/mpc8xx/cpu.c
cpu/mpc8xx/cpu_init.c,arch/ppc/cpu/mpc8xx/cpu_init.c,arch/powerpc/cpu/mpc8xx/cpu_init.c
cpu/mpc8xx/fdt.c,arch/ppc/cpu/mpc8xx/fdt.c,arch/powerpc/cpu/mpc8xx/fdt.c
cpu/mpc8xx/fec.c,arch/ppc/cpu/mpc8xx/fec.c,arch/powerpc/cpu/mpc8xx/fec.c,drivers/net/mpc8xx_fec.c
cpu/mpc8xx/fec.h,arch/ppc/cpu/mpc8xx/fec.h,arch/powerpc/cpu/mpc8xx/fec.h
cpu/mpc8xx/i2c.c,arch/ppc/cpu/mpc8xx/i2c.c,arch/powerpc/cpu/mpc8xx/i2c.c
cpu/mpc8xx/interrupts.c,arch/ppc/cpu/mpc8xx/interrupts.c,arch/powerpc/cpu/mpc8xx/interrupts.c
cpu/mpc8xx/kgdb.S,arch/ppc/cpu/mpc8xx/kgdb.S,arch/powerpc/cpu/mpc8xx/kgdb.S
cpu/mpc8xx/lcd.c,arch/ppc/cpu/mpc8xx/lcd.c,arch/powerpc/cpu/mpc8xx/lcd.c,drivers/video/mpc8xx_lcd.c
cpu/mpc8xx/plprcr_write.S,arch/ppc/cpu/mpc8xx/plprcr_write.S,arch/powerpc/cpu/mpc8xx/plprcr_write.S
cpu/mpc8xx/scc.c,arch/ppc/cpu/mpc8xx/scc.c,arch/powerpc/cpu/mpc8xx/scc.c
cpu/mpc8xx/serial.c,arch/ppc/cpu/mpc8xx/serial.c,arch/powerpc/cpu/mpc8xx/serial.c,drivers/serial/serial_mpc8xx.c
cpu/mpc8xx/speed.c,arch/ppc/cpu/mpc8xx/speed.c,arch/powerpc/cpu/mpc8xx/speed.c
cpu/mpc8xx/spi.c,arch/ppc/cpu/mpc8xx/spi.c,arch/powerpc/cpu/mpc8xx/spi.c,drivers/spi/mpc8xx_spi.c
cpu/mpc8xx/start.S,arch/ppc/cpu/mpc8xx/start.S,arch/powerpc/cpu/mpc8xx/start.S
cpu/mpc8xx/traps.c,arch/ppc/cpu/mpc8xx/traps.c,arch/powerpc/cpu/mpc8xx/traps.c
cpu/mpc8xx/upatch.c,arch/ppc/cpu/mpc8xx/upatch.c,arch/powerpc/cpu/mpc8xx/upatch.c
cpu/mpc8xx/video.c,arch/ppc/cpu/mpc8xx/video.c,arch/powerpc/cpu/mpc8xx/video.c
cpu/mpc8xx/wlkbd.c,arch/ppc/cpu/mpc8xx/wlkbd.c,arch/powerpc/cpu/mpc8xx/wlkbd.c
cpu/mpc8xxx/Makefile,arch/ppc/cpu/mpc8xxx/Makefile,arch/powerpc/cpu/mpc8xxx/Makefile
cpu/mpc8xxx/cpu.c,arch/ppc/cpu/mpc8xxx/cpu.c,arch/powerpc/cpu/mpc8xxx/cpu.c
cpu/mpc8xxx/ddr/Makefile,arch/ppc/cpu/mpc8xxx/ddr/Makefile,arch/powerpc/cpu/mpc8xxx/ddr/Makefile
cpu/mpc8xxx/ddr/common_timing_params.h,arch/ppc/cpu/mpc8xxx/ddr/common_timing_params.h,arch/powerpc/cpu/mpc8xxx/ddr/common_timing_params.h,include/common_timing_params.h
